,medicine_name,active_substance,atc_code,medicine_url,pdf_url,source_block,manufacturer_name,address,country,manufacturer_step
130,Zypadhera,olanzapine pamoate,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/zypadhera,https://www.ema.europa.eu/en/documents/product-information/zypadhera-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Lilly S.A., Avda. de la Industria 30, 28108 Alcobendas, Madrid, Spain.
Manufacturing Packaging Farmaca (MPF) B.V., Neptunus 12, 8448 CN Heerenveen, Netherlands.
CHEPLAPHARM Registration GmbH, Weiler Straße 5e, 79540 Lörrach, Germany.
CHEPLAPHARM Arzneimittel GmbH, Ziegelhof 23-24, 17489 Greifswald, Germany.",Lilly S.A.,"Lilly S.A., Avda. de la Industria 30, 28108 Alcobendas, Madrid, Spain.",Spain,2
131,Zypadhera,olanzapine pamoate,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/zypadhera,https://www.ema.europa.eu/en/documents/product-information/zypadhera-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Lilly S.A., Avda. de la Industria 30, 28108 Alcobendas, Madrid, Spain.
Manufacturing Packaging Farmaca (MPF) B.V., Neptunus 12, 8448 CN Heerenveen, Netherlands.
CHEPLAPHARM Registration GmbH, Weiler Straße 5e, 79540 Lörrach, Germany.
CHEPLAPHARM Arzneimittel GmbH, Ziegelhof 23-24, 17489 Greifswald, Germany.",Manufacturing Packaging Farmaca (MPF) B.V.,"Manufacturing Packaging Farmaca (MPF) B.V., Neptunus 12, 8448 CN Heerenveen, Netherlands",Netherlands,2
132,Zypadhera,olanzapine pamoate,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/zypadhera,https://www.ema.europa.eu/en/documents/product-information/zypadhera-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Lilly S.A., Avda. de la Industria 30, 28108 Alcobendas, Madrid, Spain.
Manufacturing Packaging Farmaca (MPF) B.V., Neptunus 12, 8448 CN Heerenveen, Netherlands.
CHEPLAPHARM Registration GmbH, Weiler Straße 5e, 79540 Lörrach, Germany.
CHEPLAPHARM Arzneimittel GmbH, Ziegelhof 23-24, 17489 Greifswald, Germany.",CHEPLAPHARM Registration GmbH,"CHEPLAPHARM Registration GmbH, Weiler Straße 5e, 79540 Lörrach, Germany.",Germany,2
133,Zypadhera,olanzapine pamoate,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/zypadhera,https://www.ema.europa.eu/en/documents/product-information/zypadhera-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Lilly S.A., Avda. de la Industria 30, 28108 Alcobendas, Madrid, Spain.
Manufacturing Packaging Farmaca (MPF) B.V., Neptunus 12, 8448 CN Heerenveen, Netherlands.
CHEPLAPHARM Registration GmbH, Weiler Straße 5e, 79540 Lörrach, Germany.
CHEPLAPHARM Arzneimittel GmbH, Ziegelhof 23-24, 17489 Greifswald, Germany.",CHEPLAPHARM Arzneimittel GmbH,"CHEPLAPHARM Arzneimittel GmbH, Ziegelhof 23-24, 17489 Greifswald, Germany.",Germany,2
134,Insulin aspart Sanofi,insulin aspart,A10AB05,https://www.ema.europa.eu/en/medicines/human/EPAR/insulin-aspart-sanofi,https://www.ema.europa.eu/en/documents/product-information/insulin-aspart-sanofi-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Sanofi-Aventis Deutschland GmbH
Brüningstrasse 50
Industriepark Höchst
65926 Frankfurt am Main
Germany
Name and address of the manufacturers responsible for batch release
Sanofi-Aventis Deutschland GmbH
Brüningstrasse 50
Industriepark Höchst
65926 Frankfurt am Main
Germany",Sanofi-Aventis Deutschland GmbH,"Brüningstrasse 50
Industriepark Höchst
65926 Frankfurt am Main
Germany",Germany,1
135,Clopidogrel Zentiva (previously Clopidogrel Winthrop),clopidogrel,B01AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-zentiva,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-zentiva-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
- Clopidogrel Zentiva 75 mg film-coated tablets
Sanofi Winthrop Industrie
1, rue de la Vierge
Ambarès & Lagrave
F-33565 Carbon Blanc cedex
France
Delpharm Dijon
6, Boulevard de l’Europe
F-21800 Quétigny
France
S.C. Zentiva S.A.
B-dul Theodor Pallady nr. 50, sector 3,
032266 Bukarest
Romania
- Clopidogrel Zentiva 300 mg film-coated tablets
Sanofi Winthrop Industrie
1, rue de la Vierge
Ambarès & Lagrave
F-33565 Carbon Blanc cedex
France",Sanofi Winthrop Industrie,"1, rue de la Vierge
Ambarès & Lagrave
F-33565 Carbon Blanc cedex
France",France,2
136,Clopidogrel Zentiva (previously Clopidogrel Winthrop),clopidogrel,B01AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-zentiva,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-zentiva-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
- Clopidogrel Zentiva 75 mg film-coated tablets
Sanofi Winthrop Industrie
1, rue de la Vierge
Ambarès & Lagrave
F-33565 Carbon Blanc cedex
France
Delpharm Dijon
6, Boulevard de l’Europe
F-21800 Quétigny
France
S.C. Zentiva S.A.
B-dul Theodor Pallady nr. 50, sector 3,
032266 Bukarest
Romania
- Clopidogrel Zentiva 300 mg film-coated tablets
Sanofi Winthrop Industrie
1, rue de la Vierge
Ambarès & Lagrave
F-33565 Carbon Blanc cedex
France",Delpharm Dijon,"6, Boulevard de l’Europe
F-21800 Quétigny
France",France,2
137,Clopidogrel Zentiva (previously Clopidogrel Winthrop),clopidogrel,B01AC04,https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-zentiva,https://www.ema.europa.eu/en/documents/product-information/clopidogrel-zentiva-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
- Clopidogrel Zentiva 75 mg film-coated tablets
Sanofi Winthrop Industrie
1, rue de la Vierge
Ambarès & Lagrave
F-33565 Carbon Blanc cedex
France
Delpharm Dijon
6, Boulevard de l’Europe
F-21800 Quétigny
France
S.C. Zentiva S.A.
B-dul Theodor Pallady nr. 50, sector 3,
032266 Bukarest
Romania
- Clopidogrel Zentiva 300 mg film-coated tablets
Sanofi Winthrop Industrie
1, rue de la Vierge
Ambarès & Lagrave
F-33565 Carbon Blanc cedex
France",S.C. Zentiva S.A.,"B-dul Theodor Pallady nr. 50, sector 3,
032266 Bukarest
Romania",Romania,2
138,Sugammadex Amomed,sugammadex sodium,V03AB35,https://www.ema.europa.eu/en/medicines/human/EPAR/sugammadex-amomed,https://www.ema.europa.eu/en/documents/product-information/sugammadex-amomed-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Bendalis GmbH
Keltenring 17
82041 Oberhaching
Germany",Bendalis GmbH,"Keltenring 17
82041 Oberhaching
Germany",Germany,2
139,Heplisav B,hepatitis B surface antigen,J07BC01,https://www.ema.europa.eu/en/medicines/human/EPAR/heplisav-b,https://www.ema.europa.eu/en/documents/product-information/heplisav-b-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Dynavax GmbH
Eichsfelder Strasse 11
D-40595 Düsseldorf
Germany
Name and address of the manufacturer responsible for batch release
Dynavax GmbH
Eichsfelder Strasse 11
D-40595 Düsseldorf
Germany",Dynavax GmbH,"Eichsfelder Strasse 11
D-40595 Düsseldorf
Germany",Germany,1
140,Dexdor,Dexmedetomidine hydrochloride,N05CM18,https://www.ema.europa.eu/en/medicines/human/EPAR/dexdor,https://www.ema.europa.eu/en/documents/product-information/dexdor-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Orion Corporation
Orionintie 1
FI-02200 Espoo
Finland",Orion Corporation,"Orionintie 1
FI-02200 Espoo
Finland",Finland,2
141,Recarbrio,imipenem monohydrate;cilastatin sodium;relebactam monohydrate,J01DH56,https://www.ema.europa.eu/en/medicines/human/EPAR/recarbrio,https://www.ema.europa.eu/en/documents/product-information/recarbrio-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
FAREVA Mirabel
Route de Marsat
Riom
63963, Clermont-Ferrand Cedex 9
France",FAREVA Mirabel,"Route de Marsat
Riom
63963, Clermont-Ferrand Cedex 9
France",France,2
142,Abraxane,paclitaxel,L01CD01,https://www.ema.europa.eu/en/medicines/human/EPAR/abraxane,https://www.ema.europa.eu/en/documents/product-information/abraxane-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Celgene Distribution B.V.
Orteliuslaan 1000
3528 BD Utrecht
Netherlands",Celgene Distribution B.V.,"Orteliuslaan 1000
3528 BD Utrecht
Netherlands",Netherlands,2
143,Hycamtin,topotecan,L01CE01,https://www.ema.europa.eu/en/medicines/human/EPAR/hycamtin,https://www.ema.europa.eu/en/documents/product-information/hycamtin-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Powder for concentrate for solution for infusion
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1
39179 Barleben
Germany
Hard capsules
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1,
39179 Barleben,
Germany",Novartis Farmacéutica S.A.,"Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain",Spain,2
144,Hycamtin,topotecan,L01CE01,https://www.ema.europa.eu/en/medicines/human/EPAR/hycamtin,https://www.ema.europa.eu/en/documents/product-information/hycamtin-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Powder for concentrate for solution for infusion
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1
39179 Barleben
Germany
Hard capsules
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1,
39179 Barleben,
Germany",Novartis Pharma GmbH,"Roonstrasse 25
90429 Nuremberg
Germany",Germany,2
145,Hycamtin,topotecan,L01CE01,https://www.ema.europa.eu/en/medicines/human/EPAR/hycamtin,https://www.ema.europa.eu/en/documents/product-information/hycamtin-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Powder for concentrate for solution for infusion
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1
39179 Barleben
Germany
Hard capsules
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1,
39179 Barleben,
Germany",GlaxoSmithKline Manufacturing S.p.A.,"Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy",Italy,2
146,Hycamtin,topotecan,L01CE01,https://www.ema.europa.eu/en/medicines/human/EPAR/hycamtin,https://www.ema.europa.eu/en/documents/product-information/hycamtin-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Powder for concentrate for solution for infusion
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1
39179 Barleben
Germany
Hard capsules
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1,
39179 Barleben,
Germany",Salutas Pharma GmbH,"Otto-von-Guericke-Allee 1
39179 Barleben
Germany",Germany,2
147,Hycamtin,topotecan,L01CE01,https://www.ema.europa.eu/en/medicines/human/EPAR/hycamtin,https://www.ema.europa.eu/en/documents/product-information/hycamtin-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
Powder for concentrate for solution for infusion
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1
39179 Barleben
Germany
Hard capsules
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Roonstrasse 25
90429 Nuremberg
Germany
GlaxoSmithKline Manufacturing S.p.A.
Strada Provinciale Asolana 90
43056 San Polo di Torrile
Parma
Italy
Salutas Pharma GmbH
Otto-von-Guericke-Allee 1,
39179 Barleben,
Germany",Salutas Pharma GmbH,"Otto-von-Guericke-Allee 1,
39179 Barleben,
Germany",Germany,2
148,Aflunov,influenza virus surface antigens (haemagglutinin and neuraminidase) of strain: A/turkey/Turkey/1/05 (H5N1)-like strain (NIBRG-23),J07BB02,https://www.ema.europa.eu/en/medicines/human/EPAR/aflunov,https://www.ema.europa.eu/en/documents/product-information/aflunov-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
Seqirus Vaccines Ltd
Gaskill Road, Speke, Liverpool
L24 9GR
UK
Name and address of the manufacturer responsible for batch release
Seqirus Netherlands B.V.
Paasheuvelweg 28
1105BJ Amsterdam
Netherlands",Seqirus Vaccines Ltd,"Gaskill Road, Speke, Liverpool
L24 9GR
UK",UK,1
149,Aflunov,influenza virus surface antigens (haemagglutinin and neuraminidase) of strain: A/turkey/Turkey/1/05 (H5N1)-like strain (NIBRG-23),J07BB02,https://www.ema.europa.eu/en/medicines/human/EPAR/aflunov,https://www.ema.europa.eu/en/documents/product-information/aflunov-epar-product-information_en.pdf,"A. MANUFACTURERS OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers of the biological active substance
Seqirus Vaccines Ltd
Gaskill Road, Speke, Liverpool
L24 9GR
UK
Name and address of the manufacturer responsible for batch release
Seqirus Netherlands B.V.
Paasheuvelweg 28
1105BJ Amsterdam
Netherlands",Seqirus Netherlands B.V.,"Paasheuvelweg 28
1105BJ Amsterdam
Netherlands",Netherlands,2
150,Ziagen,abacavir,J05AF06,https://www.ema.europa.eu/en/medicines/human/EPAR/ziagen,https://www.ema.europa.eu/en/documents/product-information/ziagen-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Film-coated Tablets
Delpharm Poznań Spółka Akcyjna
ul. Grunwaldzka 189
60-322 Poznan
Poland
Oral Solution
ViiV Healthcare Trading Services UK Limited
12 Riverwalk,
Citywest Business Campus
Dublin 24,
Ireland",Delpharm Poznań Spółka Akcyjna,"ul. Grunwaldzka 189
60-322 Poznan
Poland",Poland,2
151,Ziagen,abacavir,J05AF06,https://www.ema.europa.eu/en/medicines/human/EPAR/ziagen,https://www.ema.europa.eu/en/documents/product-information/ziagen-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Film-coated Tablets
Delpharm Poznań Spółka Akcyjna
ul. Grunwaldzka 189
60-322 Poznan
Poland
Oral Solution
ViiV Healthcare Trading Services UK Limited
12 Riverwalk,
Citywest Business Campus
Dublin 24,
Ireland",ViiV Healthcare Trading Services UK Limited,"12 Riverwalk,
Citywest Business Campus
Dublin 24,
Ireland",Ireland,2
152,Kivexa,abacavir;lamivudine,J05AR02,https://www.ema.europa.eu/en/medicines/human/EPAR/kivexa,https://www.ema.europa.eu/en/documents/product-information/kivexa-epar-product-information_en.pdf,"A. MANUFACTURER(S) RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer(s) responsible for batch release
Glaxo Wellcome S.A.,
Avenida de Extremadura 3,
09400 Aranda de Duero Burgos,
Spain","Glaxo Wellcome S.A.,","Avenida de Extremadura 3,
09400 Aranda de Duero Burgos,
Spain",Spain,2
153,Sugammadex Adroiq,sugammadex sodium,V03AB35,https://www.ema.europa.eu/en/medicines/human/EPAR/sugammadex-adroiq,https://www.ema.europa.eu/en/documents/product-information/sugammadex-adroiq-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
Pharma Pack Hungary Kft.
Building B, Raktarvarosi Ut 9,
Torokbalint,
2045 Hungary",Pharma Pack Hungary Kft.,"Building B, Raktarvarosi Ut 9,
Torokbalint,
2045 Hungary",Hungary,2
154,Olanzapine Viatris (previously Olanzapine Mylan),olanzapine,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-viatris,https://www.ema.europa.eu/en/documents/product-information/olanzapine-viatris-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
McDermott Laboratories Ltd. t/a Gerard Laboratories
35/36 Baldoyle Industrial Estate
Grange road
Dublin 13
Ireland
Mylan Hungary Kft.
Mylan utca 1.
Komárom, 2900
Hungary",McDermott Laboratories Ltd. t/a Gerard Laboratories,"35/36 Baldoyle Industrial Estate
Grange road
Dublin 13
Ireland",Ireland,2
155,Olanzapine Viatris (previously Olanzapine Mylan),olanzapine,N05AH03,https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-viatris,https://www.ema.europa.eu/en/documents/product-information/olanzapine-viatris-epar-product-information_en.pdf,"A. MANUFACTURERS RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturers responsible for batch release
McDermott Laboratories Ltd. t/a Gerard Laboratories
35/36 Baldoyle Industrial Estate
Grange road
Dublin 13
Ireland
Mylan Hungary Kft.
Mylan utca 1.
Komárom, 2900
Hungary",Mylan Hungary Kft.,"Mylan utca 1.
Komárom, 2900
Hungary",Hungary,2
156,Tasigna,nilotinib,L01EA03,https://www.ema.europa.eu/en/medicines/human/EPAR/tasigna,https://www.ema.europa.eu/en/documents/product-information/tasigna-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
50 mg hard capsules
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000 Ljubljana
Slovenia
Novartis Farmacéutica SA
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Lek d.d., PE PROIZVODNJA LENDAVA
Trimlini 2D
Lendava, 9220
Slovenia
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany
150 mg hard capsules and 200 mg hard capsules
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000 Ljubljana
Slovenia
Lek d.d., PE PROIZVODNJA LENDAVA
Trimlini 2D
Lendava, 9220
Slovenia
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharmaceutical,"Verovškova
1000
Novartis
Gran Via de
08013
Lek d.d.,
Trimlini
Lendava,
Novartis
Sophie-Germain-Strasse
90443
150 mg hard capsules
Novartis Pharmaceutical
Verovškova
1000
Lek d.d.,
Trimlini
Lendava,
Novartis
Sophie-Germain-Strasse
90443",Slovenia,2
157,Tasigna,nilotinib,L01EA03,https://www.ema.europa.eu/en/medicines/human/EPAR/tasigna,https://www.ema.europa.eu/en/documents/product-information/tasigna-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
50 mg hard capsules
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000 Ljubljana
Slovenia
Novartis Farmacéutica SA
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Lek d.d., PE PROIZVODNJA LENDAVA
Trimlini 2D
Lendava, 9220
Slovenia
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany
150 mg hard capsules and 200 mg hard capsules
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000 Ljubljana
Slovenia
Lek d.d., PE PROIZVODNJA LENDAVA
Trimlini 2D
Lendava, 9220
Slovenia
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Farmacéutica SA,"Novartis Farmacéutica SA
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain",Spain,2
158,Tasigna,nilotinib,L01EA03,https://www.ema.europa.eu/en/medicines/human/EPAR/tasigna,https://www.ema.europa.eu/en/documents/product-information/tasigna-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
50 mg hard capsules
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000 Ljubljana
Slovenia
Novartis Farmacéutica SA
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Lek d.d., PE PROIZVODNJA LENDAVA
Trimlini 2D
Lendava, 9220
Slovenia
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany
150 mg hard capsules and 200 mg hard capsules
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000 Ljubljana
Slovenia
Lek d.d., PE PROIZVODNJA LENDAVA
Trimlini 2D
Lendava, 9220
Slovenia
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany","Lek d.d., PE PROIZVODNJA LENDAVA","Lek d.d., PE PROIZVODNJA LENDAVA
Trimlini 2D
Lendava, 9220
Slovenia",Slovenia,2
159,Tasigna,nilotinib,L01EA03,https://www.ema.europa.eu/en/medicines/human/EPAR/tasigna,https://www.ema.europa.eu/en/documents/product-information/tasigna-epar-product-information_en.pdf,"A. MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer responsible for batch release
50 mg hard capsules
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000 Ljubljana
Slovenia
Novartis Farmacéutica SA
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Lek d.d., PE PROIZVODNJA LENDAVA
Trimlini 2D
Lendava, 9220
Slovenia
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany
150 mg hard capsules and 200 mg hard capsules
Novartis Pharmaceutical Manufacturing LLC
Verovškova ulica 57
1000 Ljubljana
Slovenia
Lek d.d., PE PROIZVODNJA LENDAVA
Trimlini 2D
Lendava, 9220
Slovenia
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Manufacturing LLC,"ulica 57
Ljubljana
Slovenia
Farmacéutica SA
les Corts Catalanes, 764
Barcelona
Spain
PE PROIZVODNJA LENDAVA
2D
9220
Slovenia
Pharma GmbH
10
Nuremberg
Germany
200 mg hard capsules
Manufacturing LLC
ulica 57
Ljubljana
Slovenia
PE PROIZVODNJA LENDAVA
2D
9220
Slovenia
Pharma GmbH
10
Nuremberg
Germany",Germany,2
160,Simulect,basiliximab,L04AC02,https://www.ema.europa.eu/en/medicines/human/EPAR/simulect,https://www.ema.europa.eu/en/documents/product-information/simulect-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Novartis Pharma S.A.S.
Centre de Biotechnologie
8 rue de l’Industrie
68330 Huningue
France
Name and address of the manufacturer responsible for batch release
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Pharma S.A.S.,"Centre de Biotechnologie
8 rue de l’Industrie
68330 Huningue
France",France,1
161,Simulect,basiliximab,L04AC02,https://www.ema.europa.eu/en/medicines/human/EPAR/simulect,https://www.ema.europa.eu/en/documents/product-information/simulect-epar-product-information_en.pdf,"A. MANUFACTURER OF THE BIOLOGICAL ACTIVE SUBSTANCE AND
MANUFACTURER RESPONSIBLE FOR BATCH RELEASE
Name and address of the manufacturer of the biological active substance
Novartis Pharma S.A.S.
Centre de Biotechnologie
8 rue de l’Industrie
68330 Huningue
France
Name and address of the manufacturer responsible for batch release
Novartis Farmacéutica S.A.
Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain
Novartis Pharma GmbH
Sophie-Germain-Strasse 10
90443 Nuremberg
Germany",Novartis Farmacéutica S.A.,"Gran Via de les Corts Catalanes, 764
08013 Barcelona
Spain",Spain,2
